Sentence #,Word,Tag
Sentence: 671,“,O
Sentence: 671,Agravo,O
Sentence: 671,regimental,O
Sentence: 671,em,O
Sentence: 671,habeas,O
Sentence: 671,corpus,O
Sentence: 671,.,O
Sentence: 671,Homicídio,O
Sentence: 671,qualificado,O
Sentence: 671,(,O
Sentence: 671,CP,B-LEGISLACAO
Sentence: 671,",",O
Sentence: 671,art.,B-LEGISLACAO
Sentence: 671,121,I-LEGISLACAO
Sentence: 671,",",O
Sentence: 671,§,B-LEGISLACAO
Sentence: 671,2º,I-LEGISLACAO
Sentence: 671,),O
Sentence: 671,.,O
Sentence: 671,Processual,O
Sentence: 671,Penal,O
Sentence: 671,.,O
Sentence: 671,Prisão,O
Sentence: 671,preventiva,O
Sentence: 671,(,O
Sentence: 671,CPP,B-LEGISLACAO
Sentence: 671,",",O
Sentence: 671,art.,B-LEGISLACAO
Sentence: 671,312,I-LEGISLACAO
Sentence: 671,),O
Sentence: 671,.,O
Sentence: 671,Falta,O
Sentence: 671,de,O
Sentence: 671,fundamentação,O
Sentence: 671,para,O
Sentence: 671,justificar,O
Sentence: 671,a,O
Sentence: 671,medida,O
Sentence: 671,extrema,O
Sentence: 671,.,O
Sentence: 671,Não,O
Sentence: 671,ocorrência,O
Sentence: 671,.,O
Sentence: 671,Garantia,O
Sentence: 671,da,O
Sentence: 671,ordem,O
Sentence: 671,pública,O
Sentence: 671,.,O
Sentence: 671,Gravidade,O
Sentence: 671,em,O
Sentence: 671,concreto,O
Sentence: 671,da,O
Sentence: 671,conduta,O
Sentence: 671,e,O
Sentence: 671,real,O
Sentence: 671,periculosidade,O
Sentence: 671,do,O
Sentence: 671,agravante,O
Sentence: 671,.,O
Sentence: 671,Risco,O
Sentence: 671,real,O
Sentence: 671,de,O
Sentence: 671,reiteração,O
Sentence: 671,delitiva,O
Sentence: 671,.,O
Sentence: 671,Fuga,O
Sentence: 671,do,O
Sentence: 671,distrito,O
Sentence: 671,da,O
Sentence: 671,culpa,O
Sentence: 671,.,O
Sentence: 671,Custódia,O
Sentence: 671,preventiva,O
Sentence: 671,devidamente,O
Sentence: 671,fundamentada,O
Sentence: 671,.,O
Sentence: 671,Regimental,O
Sentence: 671,não,O
Sentence: 671,provido,O
Sentence: 671,.,O
Sentence: 671,1,O
Sentence: 671,.,O
Sentence: 671,Mostra-se,O
Sentence: 671,idôneo,O
Sentence: 671,o,O
Sentence: 671,decreto,O
Sentence: 671,de,O
Sentence: 671,prisão,O
Sentence: 671,preventiva,O
Sentence: 671,quando,O
Sentence: 671,assentado,O
Sentence: 671,na,O
Sentence: 671,garantia,O
Sentence: 671,da,O
Sentence: 671,ordem,O
Sentence: 671,pública,O
Sentence: 671,",",O
Sentence: 671,ante,O
Sentence: 671,a,O
Sentence: 671,periculosidade,O
Sentence: 671,do,O
Sentence: 671,agente,O
Sentence: 671,",",O
Sentence: 671,evidenciada,O
Sentence: 671,não,O
Sentence: 671,só,O
Sentence: 671,pela,O
Sentence: 671,gravidade,O
Sentence: 671,in,O
Sentence: 671,concreto,O
Sentence: 671,do,O
Sentence: 671,delito,O
Sentence: 671,",",O
Sentence: 671,em,O
Sentence: 671,razão,O
Sentence: 671,do,O
Sentence: 671,seu,O
Sentence: 671,modus,O
Sentence: 671,operandi,O
Sentence: 671,",",O
Sentence: 671,como,O
Sentence: 671,também,O
Sentence: 671,pelo,O
Sentence: 671,risco,O
Sentence: 671,real,O
Sentence: 671,da,O
Sentence: 671,reiteração,O
Sentence: 671,delitiva,O
Sentence: 671,.,O
Sentence: 671,[,O
Sentence: 671,…,O
Sentence: 671,],O
Sentence: 671,.,O
Sentence: 671,3,O
Sentence: 671,.,O
Sentence: 671,Agravo,O
Sentence: 671,regimental,O
Sentence: 671,ao,O
Sentence: 671,qual,O
Sentence: 671,se,O
Sentence: 671,nega,O
Sentence: 671,provimento,O
Sentence: 671,”,O
Sentence: 671,(,O
Sentence: 671,HC,O
Sentence: 671,127.578,O
Sentence: 671,AgR,O
Sentence: 671,/,O
Sentence: 671,SP,O
Sentence: 671,",",O
Sentence: 671,rel,O
Sentence: 671,.,O
Sentence: 671,Min,O
Sentence: 671,.,O
Sentence: 671,Dias,O
Sentence: 671,Toffoli,O
Sentence: 671,),O
Sentence: 671,.,O
Sentence: 646,Além,O
Sentence: 646,do,O
Sentence: 646,mais,O
Sentence: 646,",",O
Sentence: 646,a,O
Sentence: 646,Corte,O
Sentence: 646,",",O
Sentence: 646,ao,O
Sentence: 646,examinar,O
Sentence: 646,o,O
Sentence: 646,ARE,O
Sentence: 646,nº,O
Sentence: 646,748.371,O
Sentence: 646,/,O
Sentence: 646,MT-RG,O
Sentence: 646,",",O
Sentence: 646,de,O
Sentence: 646,relatoria,O
Sentence: 646,do,O
Sentence: 646,Ministro,O
Sentence: 646,Gilmar,O
Sentence: 646,Mendes,O
Sentence: 646,",",O
Sentence: 646,DJe,O
Sentence: 646,de,O
Sentence: 646,1º/8/13,O
Sentence: 646,",",O
Sentence: 646,Tema,O
Sentence: 646,660,O
Sentence: 646,",",O
Sentence: 646,reafirmou,O
Sentence: 646,o,O
Sentence: 646,entendimento,O
Sentence: 646,de,O
Sentence: 646,que,O
Sentence: 646,a,O
Sentence: 646,afronta,O
Sentence: 646,aos,O
Sentence: 646,princípios,O
Sentence: 646,do,O
Sentence: 646,devido,O
Sentence: 646,processo,O
Sentence: 646,legal,O
Sentence: 646,",",O
Sentence: 646,da,O
Sentence: 646,ampla,O
Sentence: 646,defesa,O
Sentence: 646,",",O
Sentence: 646,dos,O
Sentence: 646,limites,O
Sentence: 646,da,O
Sentence: 646,coisa,O
Sentence: 646,julgada,O
Sentence: 646,e,O
Sentence: 646,do,O
Sentence: 646,contraditório,O
Sentence: 646,",",O
Sentence: 646,quando,O
Sentence: 646,depende,O
Sentence: 646,",",O
Sentence: 646,para,O
Sentence: 646,ser,O
Sentence: 646,reconhecida,O
Sentence: 646,como,O
Sentence: 646,tal,O
Sentence: 646,",",O
Sentence: 646,da,O
Sentence: 646,análise,O
Sentence: 646,de,O
Sentence: 646,normas,O
Sentence: 646,infraconstitucionais,O
Sentence: 646,",",O
Sentence: 646,não,O
Sentence: 646,configura,O
Sentence: 646,ofensa,O
Sentence: 646,direta,O
